User,Card_0_Total,Card_1_Total,Card_2_Total,Card_3_Total,Card_4_Total,Card_5_Total,Card_6_Total,Card_7_Total,Card_8_Total,Year_1991_Total,Year_1992_Total,Year_1993_Total,Year_1994_Total,Year_1995_Total,Year_1996_Total,Year_1997_Total,Year_1998_Total,Year_1999_Total,Year_2000_Total,Year_2001_Total,Year_2002_Total,Year_2003_Total,Year_2004_Total,Year_2005_Total,Year_2006_Total,Year_2007_Total,Year_2008_Total,Year_2009_Total,Year_2010_Total,Year_2011_Total,Year_2012_Total,Year_2013_Total,Year_2014_Total,Year_2015_Total,Year_2016_Total,Year_2017_Total,Year_2018_Total,Year_2019_Total,Year_2020_Total,State_International_Total,State_Online_Total,State_US_State_Total,Retirement Age,Birth Year,Gender,State,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Debt-Income ratio,FICO_Category,Digital Goods & Subscriptions,Dining & Entertainment,Education & Professional Services,Healthcare,Other,Retail,Transport,Travel & Lodging,Utilities & Home Services,Avg Credit Limit,cardtype_credit,cardtype_debit,cardtype_debit_(prepaid),cardbrand_Amex,cardbrand_Discover,cardbrand_Mastercard,cardbrand_Visa,Total Cards
44,154711.32,526785.3,1353.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32949.99,39687.34,36404.65,40810.37,36910.58,47676.53,39284.92,38176.8,39828.81,44373.74,43208.88,39049.49,39361.37,41606.02,34971.66,40865.4,41554.03,6129.56,2553.63,80703.04,599593.47,66,1977,Male,FL,21916,44681,42011,770,3,0.9,Very Good,19116.39,31915.88,1943.96,18140.62,326525.52,125861.41,51354.92,3954.25,104037.19,13847.3333333333,2,1,0,0,0,2,1,3
45,2342.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.76,0.0,599.34,1743.42,69,1994,Male,MO,25163,51306,68198,675,1,1.3,Good,13.23,222.769999999999,0.0,225.09,932.64,380.38,60.9599999999999,0.0,507.69,18100.0,1,0,0,0,0,1,0,1
46,4787.59999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4787.59999999999,0.0,371.91,4415.69,59,2002,Female,TX,12677,25847,46379,568,1,1.8,Poor,301.47,1894.48,0.0,1171.39999999999,723.25,417.97,69.62,0.0,209.41,7200.0,1,0,0,1,0,0,0,1
47,264707.96,112113.62,281209.19,16169.21,390938.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21336.65,42993.11,46449.09,46547.07,56812.78,59487.02,56956.61,63140.26,58979.9,59081.73,61629.94,65804.62,59464.15,58812.61,61189.84,59176.97,62886.05,56832.13,58182.26,9376.09,2957.96,348101.38,714079.54,64,1959,Female,FL,22896,46683,93126,788,5,2.0,Very Good,23500.39,19653.42,31859.66,7181.30999999999,245041.9,233892.9,388134.01,3141.08999999999,112734.2,12458.0,2,2,1,0,1,3,1,5
48,563848.77,30132.32,283053.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38751.77,44913.95,41736.65,43867.77,45277.97,42293.45,42694.58,40512.01,42778.26,43660.24,47388.99,45000.25,43439.54,45044.13,41743.86,41800.07,42824.51,44321.85,46446.64,44353.96,8183.76,3145.87,58411.55,815476.79,66,1958,Male,WI,15487,31579,52419,771,3,1.7,Very Good,19568.81,82483.3,124.63,6836.32,351602.21,250241.18,25210.73,1979.11,138987.92,11717.0,1,2,0,0,0,3,0,3
49,112597.99,20704.04,117545.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.25,11278.46,12052.08,13127.47,15578.14,10542.46,14152.64,13517.93,12741.86,11818.63,11328.98,10903.6,9484.8,12574.0399999999,11035.24,13182.06,14683.55,13752.58,11589.31,10996.06,13955.34,1395.49,88.13,45234.48,205525.36,65,1972,Male,GA,13759,28055,12475,829,3,0.4,Excellent,13078.68,11277.54,443.06,18361.15,94522.88,58205.9,10786.49,704.369999999999,43467.9,4486.0,1,2,0,0,0,3,0,3
50,492125.41,78109.38,324581.1,70829.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12529.63,75937.67,74731.34,85046.0,77090.32,75228.61,80271.38,76319.07,75066.31,78418.9,82401.4,78817.56,80933.27,12854.17,3598.04,50934.22,911113.37,68,1977,Female,MI,32078,65403,80057,784,4,1.2,Very Good,10287.61,368436.2,4769.67,3718.13,229643.97,229359.35,59810.51,2786.84999999999,56833.34,26715.5,0,4,0,0,0,4,0,4
51,185597.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7967.34,20094.1,21343.4,20038.52,19174.55,19096.32,18036.1,19915.65,20068.21,17099.61,2763.37,569.63,34656.23,150371.31,73,1964,Female,TN,13522,27572,59404,797,1,2.2,Very Good,8945.13,11382.05,682.37,759.44,57489.63,54116.51,11215.97,951.099999999999,40054.97,14695.0,0,1,0,0,0,1,0,1
52,236887.35,425937.32,197745.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.36,55532.19,57980.85,57019.38,58613.54,63176.44,65308.34,63246.53,71058.39,72969.28,71660.83,71152.13,65780.25,74720.88,11863.73,1485.37999999999,513770.62,345314.12,70,1971,Female,SC,18899,38539,0,850,3,0.0,Excellent,13737.59,29337.23,849.85,20987.4,152424.06,88988.77,468341.37,1213.98,84689.87,15916.6666666666,2,1,0,0,0,1,2,3
53,573553.21,335885.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35693.3,52670.13,49947.57,51850.59,49358.63,47101.49,51018.0,52615.35,52945.95,48303.13,52975.19,51890.57,48812.62,50823.41,51941.67,47416.15,55251.54,51758.67,7064.33,2909.1,89728.08,816801.11,57,1978,Female,WV,18666,38059,68220,634,2,1.8,Fair,29247.19,51904.36,3971.1,11504.61,101404.18,109898.73,525793.87,1081.57,74632.68,9923.5,0,2,0,0,0,2,0,2
54,213315.13,391767.16,78239.98,115145.14,14445.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5420.44,65211.08,60904.2,61011.55,59882.79,64392.09,59090.68,57505.66,61429.83,63498.92,64753.84,61202.27,60752.97,59694.91,8161.36,2728.41,49977.58,760206.6,68,1960,Female,TX,25872,52754,38191,693,5,0.7,Good,6951.71,375577.01,0.0,3124.79,220617.17,111509.11,35964.6,4399.03,54769.17,17736.0,0,5,0,0,0,2,3,5
55,379419.49,225312.31,632150.1,359417.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32878.14,76492.49,82758.78,85080.26,85769.96,86293.57,90128.14,96141.51,94631.82,94217.07,90857.14,92315.15,94071.93,96830.11,99503.65,95174.66,98273.58,91078.37,13803.44,9676.04,521112.96,1065510.77,59,1975,Male,NY,25109,51196,67164,631,4,1.3,Fair,12081.47,450216.51,731.36,9327.01,267412.08,165784.59,555186.21,6571.41,128989.13,9695.5,0,3,1,0,0,3,1,4
56,13153.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13153.09,0.0,1146.21,12006.88,70,1993,Male,GA,24382,49713,91776,763,1,1.8,Very Good,29.43,5000.71,0.0,132.68,3155.9,3306.14,206.35,0.0,1321.88,13800.0,1,0,0,0,0,1,0,1
57,3291.2,8565.39,1001.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12858.32,0.0,5941.06,6917.26,68,1998,Female,OH,21660,44160,134173,696,3,3.0,Good,0.0,49.35,0.0,271.78,2319.23,3808.14,4768.78,0.0,1641.04,10220.3333333333,0,2,1,0,0,1,2,3
58,1218202.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42459.99,99600.3,92964.78,93224.5699999999,106653.07,106366.44,88614.91,98864.71,92327.4,101163.8,86766.9,84395.53,105471.74,19328.35,3966.65,228350.889999999,985884.95,59,1973,Female,TX,95039,193773,241571,660,1,1.2,Fair,18046.07,26066.9,1030.7,18557.89,587091.1,337111.89,108898.49,4295.33,117104.12,53466.0,0,1,0,0,0,1,0,1
59,155296.73,50359.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21925.09,21240.61,22171.29,21417.14,21310.34,23962.43,23657.84,23912.51,22143.15,3915.77,0.0,25254.68,180401.49,66,1979,Female,PA,14650,29864,44902,717,2,1.5,Good,7471.39,17282.31,0.0,37012.38,69541.18,29090.45,7572.17,0.0,37686.29,6900.0,2,0,0,0,0,1,1,2
60,1758.51,3480.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.71,4694.88,0.0,729.44,4509.15,67,1997,Male,TX,28135,57367,115418,795,2,2.0,Very Good,0.0,59.5199999999999,0.0,877.81,2237.38,957.21,301.57,0.0,805.099999999999,3134.0,1,1,0,0,1,1,0,2
61,72114.49,73861.85,23617.42,193892.97,53252.31,16280.35,192730.07,11832.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6955.07,38882.5,44237.1,45980.94,48918.32,47517.01,46090.12,45505.9099999999,48600.34,51691.39,51438.84,47815.73,55840.17,51931.69,6176.96,6127.25,86617.76,544837.08,58,1957,Female,WA,32697,56635,13015,786,8,0.2,Very Good,2470.69,130916.13,1011.28,28919.13,175721.07,131965.49,85340.56,4609.68,76628.06,17742.75,2,4,2,0,1,4,3,8
62,53069.34,197698.28,129451.25,78666.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31605.05,45837.7,44016.78,48708.05,49812.1,46299.96,46424.88,48893.02,45914.72,43114.42,8258.3,464.179999999999,22000.3299999999,436420.47,67,1975,Male,UT,23165,47227,151030,760,4,3.2,Very Good,0.0,208506.5,0.0,43968.34,115143.3,60116.81,17088.84,443.96,13617.23,15502.75,2,2,0,1,0,2,1,4
63,2689.3,434.99,463.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3587.32,0.0,310.0,3277.32,68,1997,Male,TX,12051,24574,80667,674,3,3.3,Good,139.31,366.6,0.0,1031.68,1086.22,634.56,102.37,0.0,226.58,8224.33333333333,2,1,0,1,0,1,1,3
64,1166.76,326490.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4052.49,33091.61,39483.12,34536.43,35028.09,35322.22,36137.21,36603.84,34343.44,33652.74,5406.22,99.05,34002.24,293556.12,65,1991,Female,NY,21283,43397,42168,697,2,1.0,Good,6860.5,13733.52,534.43,7572.24,109509.47,106852.67,22668.47,870.87,59055.24,5250.0,2,0,0,1,0,1,0,2
65,909.04,299420.53,401498.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43552.97,67320.01,69708.74,78258.86,78329.58,68099.8,68786.34,67378.64,80799.96,69399.96,10193.7,5429.59,64004.56,632394.41,72,1991,Female,MD,28497,58105,70254,688,3,1.2,Good,0.0,47636.38,3557.34,12699.0,483543.5,65192.69,50687.94,3978.36,34533.35,24533.3333333333,1,2,0,0,0,3,0,3
66,1106425.43,30573.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21303.8,33128.89,36301.52,39943.13,40006.14,44863.78,48789.45,50265.69,49216.72,55139.76,54529.54,58235.0,61681.44,62643.38,64019.29,66021.39,70099.38,64414.37,69048.45,70871.86,65729.88,10745.82,3769.18,698628.15,434601.35,67,1937,Male,TX,15092,10869,1820,820,2,0.2,Excellent,6894.64,58655.99,3026.25999999999,50885.06,171105.42,109514.53,643820.68,5064.56,88031.54,9532.0,1,1,0,0,0,1,1,2
67,84217.92,118922.64,49890.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11079.95,19911.33,21234.15,19344.32,20074.88,18151.97,19059.32,21263.03,20082.47,23475.09,17286.07,18879.49,20043.11,3146.15,112.479999999999,37468.77,215450.08,66,1929,Female,PA,12427,19893,1712,566,3,0.1,Poor,10514.44,7857.6,0.0,9318.6,84366.35,52568.97,15519.05,493.63,72392.69,6102.33333333333,1,2,0,0,0,2,1,3
68,121469.52,241901.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22013.48,24523.59,23085.42,25387.72,27943.59,27800.66,29540.78,26427.75,25369.23,28528.51,23383.84,26241.29,23833.77,25327.75,3963.86,320.799999999999,79058.88,283991.56,65,1956,Male,OH,18019,36743,71719,612,2,2.0,Fair,10414.03,6690.01,722.44,33579.4,114021.36,73667.2,37354.67,3309.05,83613.08,9645.0,0,2,0,0,0,2,0,2
69,93025.78,193891.58,23656.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19785.11,26028.04,25815.78,29685.61,28239.89,23757.86,26805.37,20924.99,25599.25,29572.02,26275.45,23114.53,4969.51,1926.18,56595.58,252051.65,70,1970,Female,NJ,22747,46377,79980,719,3,1.7,Good,17135.7,5241.74,2412.75,5243.13,87210.12,103237.24,25946.29,799.92,63346.52,18361.0,2,1,0,0,0,0,3,3
70,396315.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.81,26291.29,31922.12,31598.65,34825.03,39335.38,38546.29,37562.7,37956.77,35281.04,38860.24,39183.13,4569.45,1659.39,65693.89,328962.62,69,1983,Female,CA,24611,50179,110515,743,1,2.2,Very Good,12530.43,13380.85,0.0,16468.06,144097.85,97891.77,28319.05,1445.65,82182.24,17941.0,0,1,0,0,0,1,0,1
71,324376.04,301921.83,1248.39,1484.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37701.85,64544.1,62739.35,64882.67,63926.67,64831.6,66599.6,67549.5,66261.55,59306.9099999999,10686.59,2692.71,39679.05,586658.63,65,1989,Male,CA,26748,54537,121987,765,4,2.2,Very Good,4854.1,5693.49,0.0,4091.51,517907.15,50493.27,19911.56,5367.07,20712.24,13625.25,3,1,0,0,0,1,3,4
72,2609.31,1990.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.28,0.0,1295.93,3304.35,66,1996,Male,FL,24155,49255,6557,823,2,0.1,Excellent,15.13,429.89,0.0,27.22,1402.03,1090.85,1302.23,0.0,332.93,11864.5,1,1,0,0,0,2,0,2
73,57240.66,128365.45,2701.47,69773.91,71107.59,24887.71,148755.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.19,28550.07,35171.7,39475.67,33257.29,40175.47,39180.39,39922.72,39000.28,36667.92,41991.86,39566.45,39925.69,39476.46,6723.76,2093.9,42110.63,458627.39,65,1977,Male,IL,15221,31031,21853,744,7,0.7,Very Good,8747.63,82987.33,3239.98,18609.69,177256.49,128282.83,24700.36,1132.94,57874.67,10367.2857142857,3,4,0,1,0,4,2,7
74,360753.59,315357.02,1194011.07,474903.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70752.85,97867.53,91816.67,102071.13,99205.85,98176.44,94595.27,95891.83,95616.79,99402.79,99608.74,100932.63,98794.12,104172.52,96444.92,92571.4,98121.92,103992.44,94823.94,100337.08,99571.58,99646.05,100031.38,94495.98,16083.6,19650.84,148015.27,2177359.34,66,1955,Male,TX,34659,70673,87605,714,4,1.2,Good,42786.19,586203.73,3801.27,12110.24,587435.23,799650.26,178847.73,3776.7,130414.1,15662.0,2,2,0,1,0,2,1,4
75,79177.47,167875.66,120104.38,141424.17,98042.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11565.61,32619.81,28498.97,32747.28,30759.26,31476.78,35202.83,36362.87,32630.34,33127.75,33776.84,33839.93,30291.13,33915.55,34339.61,31833.15,31374.64,37592.13,29952.39,4717.37,2177.73,76032.05,528414.46,57,1932,Female,AL,13263,16342,1758,747,5,0.1,Very Good,19500.18,17920.11,0.0,13884.39,190451.4,210646.86,24312.51,1394.22,128514.57,5250.2,1,4,0,0,0,4,1,5
76,4080.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.7,0.0,203.579999999999,3877.12,65,1997,Male,TX,15183,30961,42597,677,1,1.4,Good,0.0,17.07,0.0,0.0,1989.2,1471.14,266.66,0.0,336.63,8492.0,0,1,0,0,0,0,1,1
77,98370.05,85241.4,298306.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6563.53,26217.18,25750.02,25946.36,26597.69,27663.94,28079.87,27136.13,27491.15,27242.72,32166.77,25916.7,27712.29,30470.61,27776.97,26357.64,29453.47,27156.41,6218.24,1536.83,54177.6,426203.26,67,1961,Female,SC,14864,30305,23392,776,3,0.8,Very Good,19594.73,17694.96,552.7,23986.38,164508.17,135603.57,54560.43,1193.76,64222.99,6333.33333333333,3,0,0,0,0,2,1,3
78,258603.98,479.52,2586.89,211938.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13374.84,41621.31,41714.18,47845.03,40947.4,45900.18,44843.32,46757.4099999999,49045.68,48830.96,47662.91,5065.31,1446.57,39949.09,432212.87,68,1989,Male,OK,33736,68784,198417,696,4,2.9,Good,7223.21,45311.95,0.0,23709.03,178902.13,111483.19,53590.35,602.59,52786.08,17714.5,3,1,0,0,0,1,3,4
79,274343.76,961.21,3063.31,2428.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.29,53486.76,54618.12,52063.74,55650.59,50424.11,9010.25,375.49,25255.48,255165.89,71,1994,Female,MT,17040,34745,26503,691,4,0.8,Good,7998.26999999999,1399.08,1118.68,17020.57,96330.04,121412.33,26050.49,229.2,9238.2,12250.75,1,3,0,0,0,3,1,4
80,190.54,1638.67,4644.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6473.24,0.0,1430.15,5043.09,67,2001,Female,LA,31741,64715,174664,740,3,2.7,Very Good,0.0,274.28,784.98,0.0,1216.78,2061.94,729.22,0.0,1406.04,20700.0,3,0,0,0,0,2,1,3
81,235642.09,299791.58,1663523.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27441.48,110210.8,111079.76,109314.26,108761.23,109315.94,107435.6,113965.8,111881.84,113053.15,123842.06,110171.15,110570.07,120856.42,115095.97,113347.38,116255.99,113845.85,116784.09,118495.1,17233.32,72783.22,154059.6,1972114.44,69,1961,Female,PA,39464,80464,76261,727,3,0.9,Good,42252.17,716274.31,23467.61,17939.08,616765.0,457157.58,43006.4,15251.23,266843.88,27290.6666666666,1,2,0,0,0,0,3,3
82,6711.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6711.91,0.0,1260.03,5451.88,67,2002,Female,PA,24400,49748,23161,748,1,0.5,Very Good,0.0,126.17,0.0,0.0,1535.93,1595.26,2687.93,0.0,766.62,18321.0,0,1,0,0,0,1,0,1
83,186238.28,95982.08,97527.93,78730.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362.21,28448.21,24834.83,24117.54,28002.97,24312.56,29035.56,26045.27,25432.46,27868.26,26182.86,28710.12,28153.83,26187.67,26265.44,25840.81,26505.42,23491.26,4681.35,3177.01,43868.4,411433.22,58,1958,Male,CA,16113,41904,12545,655,4,0.3,Fair,3363.66,70320.44,0.0,17951.01,144566.11,132841.31,38247.71,2280.4,48907.99,11106.75,0,4,0,0,0,2,2,4
84,2972.73,757011.95,214970.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2507.99,18605.98,17223.96,91382.69,109579.78,115622.79,117652.55,125238.87,116696.66,114410.7,77777.78,15901.59,17069.68,17519.55,15492.05,2272.59,12069.49,128550.12,834335.6,70,1965,Female,CA,96516,196784,437533,729,3,2.2,Good,15335.9,239194.1,4963.37,16078.8,398913.56,178158.05,37722.1599999999,916.78,83672.49,46961.0,1,1,1,0,0,0,3,3
85,9285.78999999999,13773.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23059.7,0.0,3866.18,19193.52,66,1992,Female,MI,49458,100837,61377,687,2,0.6,Good,433.47,1448.02,0.0,1694.65,14144.02,1586.59,861.69,249.95,2641.31,41341.0,0,2,0,0,0,1,1,2
86,573450.01,343374.06,5742.56,220412.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49393.22,99281.05,101122.69,99802.42,93006.9,96992.27,95456.75,99684.5,96461.12,105062.29,100197.63,92511.94,14006.45,4018.81,44196.61,1094763.81,65,1987,Male,MI,25334,51654,95454,600,4,1.8,Fair,5872.72,28965.52,0.0,7611.97,749217.48,218254.97,52419.61,1279.04,79357.92,11908.0,3,1,0,0,0,1,3,4
87,905810.61,341251.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26114.5,40725.33,44211.66,48600.54,49211.85,55048.35,50503.32,54711.69,55581.39,58048.6,66707.81,68744.86,74742.39,73190.6,84741.38,79081.13,75756.89,76100.06,76511.96,74742.19,13985.13,2335.05,836071.33,408655.25,69,1955,Female,OH,18680,38088,51679,691,2,1.4,Good,19422.15,19715.03,0.0,26109.81,195222.56,97688.0,775301.9,869.45,112732.73,11913.5,0,2,0,0,0,1,1,2
88,1829.22,4790.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6619.33,0.0,1207.42,5411.91,69,2001,Male,LA,18082,36866,0,680,2,0.0,Good,15.96,823.23,0.0,295.99,2317.73,1307.67,832.0,0.0,1026.75,10060.5,1,1,0,0,0,1,1,2
89,116606.39,18078.2,49038.38,359049.59,50542.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26828.58,27024.58,25203.42,27242.82,25982.94,27583.69,28642.0,26307.52,26649.55,28320.77,29999.24,29453.5,32474.28,27699.81,30596.49,28340.51,27095.53,30102.25,28533.29,29846.31,23859.87,5528.51,2146.99,83799.05,507369.42,70,1967,Male,CA,18443,37607,63689,749,5,1.7,Very Good,15983.52,17361.36,0.0,21794.22,222355.85,154081.8,47438.77,2996.2,111303.74,11099.4,4,1,0,2,0,2,1,5
